oppo	100031	1001610	6	0
apple	100006	-	6	0
oppo	100027	1000298	3	0
apple	100003	1000143	2	0
huawei	100012	1001579	6	0
kopo	100003	1000065	2	0
zte	100014	1001635	1	0
vivo	100019	1000093	1	0
meizu	100021	1000050	1	0
apple	100025	1000330	0	0
yulong	100003	1000083	1	0
samsung	100018	1000166	2	0
xiaomi	100019	1000122	4	0
vivo	100020	1000362	4	0
sony	100017	1000003	1	0
xiaomi	100018	1000263	2	0
huawei	100006	1000119	1	0
motorola	100015	-	1	0
yulong	100024	1001543	0	0
oppo	100027	1000168	3	0
vivo	100015	1000009	20	0
xiaomi	100006	1001590	1	0
xiaomi	100016	1001651	10	0
gionee	100018	1000013	1	0
huawei	100018	1000120	2	0
zte	100015	1000103	0	0
apple	100012	1000137	1	0
meizu	100011	1000109	2	0
vivo	100024	1000024	13	0
vivo	100011	1000028	25	0
others	100016	1000113	2	0
apple	100004	1000102	5	0
oppo	100031	1000053	9	0
zte	100017	1000095	1	0
huawei	100019	1000172	1	0
yusun	100016	1000190	1	0
huawei	100012	1000020	40	0
huawei	100007	-	2	0
huawei	100012	1000155	1	0
vivo	100018	1000097	3	0
huawei	100018	1000013	35	0
xiaomi	100019	1000231	8	0
meizu	100011	1000046	2	0
xiaomi	100019	1000236	3	0
apple	100007	1000246	4	0
others	100016	1000021	8	0
xiaomi	100018	1000110	2	0
oppo	100010	1000037	9	0
oppo	100016	1000049	50	0
oppo	100010	1000034	13	0
oppo	100010	1000032	17	0
oppo	100010	1000031	7	0
meitu	100021	-	0	0
samsung	100019	1000139	3	0
gionee	100023	1000138	2	0
coolpad	100023	1000131	1	0
oppo	100015	-	32	0
alps	100019	1000231	1	0
apple	100013	1000012	50	0
apple	100013	1000011	14	0
alps	100019	-	1	0
apple	100020	-	14	0
oppo	100016	1000190	28	0
letv	100019	1000022	2	0
xiaomi	100014	1000150	2	0
coolpad	100020	1000025	1	0
yulong	100011	-	2	0
samsung	100016	1000177	1	0
letv	100022	100022	1	0
vivo	100013	1000114	3	0
meizu	100018	1000166	1	0
bird	100016	1000049	0	0
others	100020	1000362	1	0
xiaomi	100027	1000202	2	0
xiaomi	100016	1000227	22	0
apple	100019	1000122	7	0
xiaomi	100016	1000229	3	0
xiaomi	100016	1000228	8	0
letv	100014	1000204	1	0
samsung	100006	-	2	0
vivo	100021	-	6	0
meizu	100004	-	2	0
xiaomi	100010	1000017	5	0
xiaomi	100010	1000018	16	0
cmdc	100020	1000240	0	0
meizu	100006	1000294	1	0
gionee	100015	1000043	2	0
samsung	100007	1000328	1	0
meizu	100013	1000173	3	0
oppo	100026	1001551	2	0
xiaomi	100023	1000010	18	0
koobee	100003	1000066	1	0
apple	100008	1000016	6	0
apple	100008	1000014	18	0
oppo	100013	1000136	5	0
yulong	100027	1000202	2	0
vivo	100020	1001573	2	0
oppo	100031	1000239	1	0
xiaomi	100013	1000048	8	0
letv	100015	1000081	1	0
vivo	100028	1000376	5	0
huawei	100031	1001614	1	0
apple	100016	1001651	9	0
oppo	100006	1000119	5	0
vivo	327	-	8	0
vivo	100006	1000182	5	0
vivo	100019	1000047	8	0
huawei	100009	100009	11	0
samsung	100019	-	4	0
samsung	100004	1000123	3	0
yulong	100015	1000194	1	0
meizu	100015	1000008	9	0
meizu	100015	1000009	7	0
xiaomi	100025	1000148	2	0
huawei	100024	-	7	0
vivo	100023	1000206	3	0
vivo	100030	1000377	3	0
xiaomi	100013	1000136	3	0
xiaomi	100015	1000036	2	0
oppo	100006	1000064	1	0
xiaomi	100024	1000185	2	0
apple	100006	1000294	3	0
oppo	100012	1000270	3	0
vivo	100017	1000003	38	0
apple	100019	1000308	3	0
vivo	100012	1000155	4	0
huawei	100005	1000045	1	0
xiaomi	100007	1000261	2	0
konka	100023	-	1	0
vivo	100004	1000163	9	0
oppo	100020	1000025	10	0
meizu	100019	1001693	5	1
apple	100006	1000055	1	0
oppo	100032	-	1	0
apple	100031	1000349	2	0
vivo	100001	100001	8	0
xiaomi	100007	1000246	1	0
others	100015	1000080	1	0
others	100015	1000081	2	0
gionee	1	-	3	0
oppo	100012	1000099	5	0
apple	100012	1000218	8	0
cmdc	100017	1000212	2	0
oppo	100005	1000038	3	0
vivo	100012	1000020	56	0
others	100019	1001644	2	0
letv	100003	1000026	2	0
apple	100015	1000008	17	0
apple	100015	1000009	17	0
apple	100028	1000358	2	0
meitu	100016	1000113	1	0
vivo	100024	1000387	8	0
oppo	100023	1000302	10	0
apple	100014	1000295	4	0
meizu	100019	-	17	0
oppo	100006	1001608	1	0
apple	100017	1000212	11	0
oppo	100011	1000028	18	0
huawei	100013	1000136	2	0
huawei	100011	1000129	3	0
oppo	100028	1000051	23	0
meizu	100019	1000030	3	0
xiaomi	100019	1000134	1	0
meizu	100019	1000035	17	0
apple	100014	1000150	8	0
vivo	100006	1000294	3	0
xiaomi	100021	1001128	1	0
gionee	100019	1000094	1	0
gionee	100019	1000093	0	0
vivo	100016	1000272	9	0
others	100003	1000026	6	0
xiaomi	100012	1000020	23	0
others	100006	-	1	0
meizu	100019	1000323	2	0
zte	100009	100009	1	0
gionee	100018	1000156	0	0
xiaomi	100003	1000058	5	0
xiaomi	100006	1000182	2	0
apple	100028	1001570	0	0
cmdc	100019	1000153	1	0
xiaomi	100027	-	10	0
samsung	100010	1000017	1	0
alps	100003	-	2	0
samsung	100010	1000018	6	0
koobee	100015	1000179	1	0
xiaomi	100028	1001526	1	0
vivo	100024	1001543	4	0
oppo	100031	1001604	3	0
oppo	100031	1001606	2	0
apple	100003	1000066	19	0
oppo	100016	1000229	14	0
vivo	100019	-	48	0
lenovo	100015	1000036	1	0
others	100017	1000274	1	0
letv	100004	1000096	2	0
apple	100018	1000379	4	0
oppo	100019	1000236	6	0
apple	100025	1000341	2	0
huawei	100008	-	6	0
xiaomi	100019	1000139	3	0
apple	100025	1000348	1	0
apple	100028	1000354	2	0
apple	100008	1001574	1	0
samsung	100008	1000014	2	0
samsung	100008	1000016	1	0
changhong	1	-	1	0
gionee	100003	1000026	1	0
huawei	100010	1000090	2	0
oppo	100027	1000178	8	0
huawei	100010	1000098	8	0
meizu	100024	1000355	1	0
others	100004	1000306	2	0
gionee	100012	1000099	1	0
oppo	100004	1000027	12	0
samsung	100027	-	1	0
vivo	100004	1000238	5	0
samsung	100025	1000315	1	0
vivo	100004	1000237	4	0
huawei	100014	1000215	1	0
others	100004	-	1	0
huawei	100016	1001651	13	0
yusun	100022	100022	1	0
samsung	100006	1000294	1	0
oppo	100023	1000010	47	1
coolpad	100025	1000330	1	0
vivo	100019	1001701	9	0
apple	100028	1000220	1	0
gionee	100025	1000315	1	0
vivo	100018	1000088	9	0
vivo	100018	1000089	9	0
oppo	100016	1000075	20	0
apple	100007	1000232	4	0
oppo	100008	1001574	3	0
nubia	100025	1001445	0	0
apple	100018	1000156	5	0
oppo	100016	1000078	23	0
vivo	100030	1001575	2	0
meizu	100016	1000078	5	0
meizu	100016	1000075	4	0
samsung	100017	1001647	4	0
huawei	100019	1001701	4	0
alps	100023	-	1	0
gionee	100016	1000021	1	0
gionee	100005	1000125	1	0
others	100025	1000330	1	0
apple	100017	1001647	8	0
huawei	100015	1000081	5	0
others	100020	-	1	0
meizu	100015	1000121	7	0
letv	100014	1000215	1	0
apple	100020	1001616	2	0
apple	100020	1001617	1	0
vivo	100010	-	36	0
huawei	100027	-	21	1
meizu	100016	1000219	3	0
lenovo	100016	1000049	0	0
samsung	100019	1000122	2	0
others	100014	1000070	4	0
vivo	100020	1000041	3	0
samsung	100004	1000163	1	0
lenovo	100019	1000094	1	0
yulong	100017	1000003	0	0
apple	100016	1000247	4	0
lenovo	100001	100001	1	0
oppo	100023	1000170	5	0
apple	100006	1000119	3	0
huawei	100017	1000095	12	0
samsung	100019	1000308	1	0
samsung	100023	1000111	1	0
samsung	100011	1000007	2	0
oppo	100024	1000356	4	0
huawei	100020	1001595	4	0
vivo	100023	1000164	1	0
oppo	100025	-	46	0
oppo	100018	1000199	6	0
huawei	100003	1000058	0	0
vivo	100003	1000106	3	0
cmdc	100016	1000181	1	0
oppo	100013	1000012	18	0
meizu	100012	1000196	2	0
oppo	100013	1000011	5	0
samsung	100024	1001491	0	0
zte	100027	-	1	0
apple	100012	-	45	0
huawei	100005	1000127	1	0
nubia	100015	1000029	1	0
huawei	100005	1000125	0	0
samsung	100016	-	6	0
vivo	100017	1000128	7	0
oppo	100016	1001651	5	0
samsung	100015	1000008	1	0
samsung	100015	1000009	3	0
apple	100017	1000352	3	0
nubia	100017	-	1	0
xiaomi	100013	1000147	1	0
samsung	100012	1000133	1	0
vivo	100006	1000084	1	0
gionee	100027	1000001	1	0
zte	100016	1000049	1	0
meizu	100016	-	17	0
vivo	100012	1000230	1	0
vivo	100017	1000307	2	0
lenovo	100022	100022	1	0
apple	100005	1000061	2	0
oppo	100020	1001595	3	0
apple	100015	1000121	11	0
apple	1	-	22	0
samsung	100017	1000003	12	0
oppo	100014	1000321	1	0
doov	100010	-	2	0
apple	100014	1000176	6	0
oppo	100017	1000264	18	0
vivo	100012	1000059	3	0
huawei	100002	100002	16	0
apple	100028	1001593	3	0
others	100017	1000003	7	0
huawei	100031	-	9	0
oppo	100023	1000314	1	0
huawei	100023	1000314	2	0
lenovo	100023	1000170	1	0
huawei	100023	1000311	1	0
oppo	100023	1000311	1	0
apple	100017	1001354	1	0
lenovo	100013	-	0	0
gionee	100011	1000028	0	0
apple	100030	-	1	0
vivo	100023	1000302	11	0
letv	100007	1000328	1	0
huawei	100014	1000176	2	0
gionee	100023	1000259	1	0
huawei	100015	1000080	1	0
oppo	100027	-	31	0
xiaomi	100030	1001575	1	0
vivo	100023	1000151	1	0
oppo	100025	1001476	2	0
samsung	100029	1001547	1	0
huawei	100023	1000138	2	0
apple	100023	1000259	2	0
others	100027	1000074	2	0
others	100003	1000143	3	0
oppo	100027	1001621	6	0
apple	18	-	1	0
apple	100003	1000026	10	0
huawei	100006	1000182	1	0
samsung	100014	-	4	0
hisense	100023	-	1	0
apple	100012	1000020	54	0
gionee	100013	-	1	0
samsung	100028	1000383	1	0
xiaomi	100003	1000026	6	0
meizu	100014	-	5	0
vivo	100016	1000227	42	0
vivo	100010	1000039	4	0
vivo	100010	1000037	4	0
xiaomi	100019	1000035	17	0
vivo	100010	1000034	18	0
vivo	100010	1000033	4	0
vivo	100010	1000032	13	0
vivo	100010	1000031	5	0
xiaomi	100019	1000030	2	0
vivo	100018	1000166	5	0
xiaomi	100008	1000016	8	0
vivo	100025	1000273	4	0
apple	100017	1000003	113	1
lenovo	100023	1000010	2	0
samsung	100020	1001617	2	0
huawei	100017	-	39	0
huawei	100011	1000046	3	0
meizu	100019	1000152	3	0
lg	100003	1000066	2	0
others	100017	1000264	2	0
oppo	100021	1001400	0	0
others	100003	1000072	2	0
apple	100017	-	63	0
vivo	100021	1001400	2	0
vivo	100023	1001552	1	0
xiaomi	100019	1000107	2	0
apple	100028	1000344	1	0
apple	100024	1001491	4	0
vivo	100004	-	20	0
apple	100008	1000361	3	0
oppo	100004	1000102	5	0
vivo	100015	1000029	12	0
vivo	100021	1000050	4	0
yulong	100021	1000050	3	0
xiaomi	100017	1000095	4	0
apple	100025	1000193	5	0
xiaomi	100008	1000054	1	0
meizu	100011	1000129	0	0
apple	100025	1000198	4	0
xiaomi	100006	1000286	3	0
huawei	100016	1000021	27	0
xiaomi	100023	1000259	2	0
samsung	100030	-	1	0
meizu	100011	1000028	6	0
voto	100023	1000206	0	0
xiaomi	100025	-	8	0
vivo	100011	1000046	7	0
huawei	100011	1000087	0	0
huawei	100019	1000152	5	0
huawei	100019	1000153	2	0
huawei	100022	100022	31	0
apple	100027	1000074	3	0
vivo	100027	1000202	1	0
meizu	100013	1000082	1	0
xiaomi	100018	1000130	1	0
huawei	100012	1000196	3	0
huawei	100012	1000195	0	0
vivo	100013	1000136	4	0
samsung	100011	1000109	2	0
xiaomi	100027	1000357	1	0
oppo	100010	1000018	34	0
smartisan	100019	1001693	1	0
huawei	100025	1000348	1	0
huawei	100015	-	15	0
alps	100011	1001580	1	0
huawei	100021	1000050	10	0
huawei	100025	1000341	3	0
huawei	100025	1000343	1	0
oppo	100015	1000036	1	0
huawei	100021	1000057	1	0
apple	100008	1000386	3	0
apple	100008	1000385	1	0
apple	100008	1000384	2	0
cmdc	100013	1000136	1	0
smartisan	100016	1000229	1	0
oppo	100010	1000162	14	0
meizu	100016	1000190	5	0
xiaomi	100015	1000121	14	0
huawei	100003	1000200	4	0
samsung	100019	1000152	1	0
apple	100024	1000277	2	1
smartisan	100020	1000025	0	0
apple	100023	1000302	5	0
gionee	100015	1000121	1	0
xiaomi	100026	1000124	1	0
boway	100015	1000194	0	0
gionee	100028	1000220	1	0
apple	100015	-	27	0
samsung	100012	1000059	1	0
apple	100016	1000272	8	0
oppo	100017	-	88	1
meizu	100017	1001625	1	0
meizu	100020	1000069	1	0
apple	100030	1001589	2	0
others	100019	1000042	1	0
vivo	100023	1000170	5	0
vivo	100029	1001489	1	0
nubia	100014	-	2	0
nubia	100018	1000097	1	0
samsung	100015	1000121	1	0
htc	100016	1000229	1	0
others	165	-	0	0
gionee	100009	100009	1	0
koobee	100027	1000044	1	0
huawei	497	-	2	0
samsung	100004	1000102	1	0
vivo	100008	1000054	1	0
oppo	43	-	1	0
vivo	100028	1001570	3	0
letv	100016	-	4	0
vivo	100017	1000154	7	0
xiaomi	100016	1000113	7	0
smartisan	100014	1000023	1	0
meizu	100006	-	2	0
huawei	100029	1000052	1	0
vivo	100028	1000220	2	0
meizu	100014	1000023	13	0
meizu	100010	1000098	1	0
oppo	100006	1000005	11	0
kopo	100022	100022	1	0
xiaomi	100004	1000123	12	0
vivo	100008	1000233	4	0
meizu	100019	1000122	1	0
huawei	100024	1001543	1	0
vivo	100012	1000224	13	0
vivo	100017	1000372	2	0
gionee	100023	1000170	3	0
gionee	100008	-	5	0
vivo	100012	1000133	18	0
huawei	100005	1000061	2	0
oppo	100017	1000095	11	0
xiaomi	100019	-	29	0
oppo	100020	1000288	2	0
xiaomi	100027	1000001	24	0
others	100005	1000127	2	0
apple	100011	1000006	25	0
apple	100011	1000007	20	0
xiaomi	100017	1000352	1	0
oppo	100014	1000250	3	0
yulong	100019	1000047	1	0
oppo	100011	1000046	9	0
apple	100031	1001591	1	0
apple	100019	1000152	8	0
oppo	100017	1000274	4	0
apple	100019	1000153	5	0
vivo	100006	1000235	2	0
letv	100016	1000228	1	0
letv	100016	1000227	1	0
apple	100012	1000230	2	0
meitu	100021	1001490	1	0
letv	100016	1000319	1	0
samsung	100003	1000216	0	0
others	100013	1000012	1	0
huawei	100023	1000302	1	0
apple	100005	1000127	8	0
xiaomi	100013	1000082	2	0
apple	100005	1000125	3	0
huawei	100011	1000109	5	0
meizu	100016	1000181	1	0
xiaomi	100016	-	35	0
apple	100020	1000069	2	0
meitu	100003	1000083	1	0
others	100015	1000194	5	0
lovme	100014	1000215	1	0
xiaomi	100003	1000106	3	0
apple	100005	1000038	7	0
others	100014	-	7	0
apple	100015	1000205	0	0
apple	100008	1001607	1	0
meizu	100014	1000204	6	0
letv	100014	-	1	0
apple	100003	1000058	6	0
xiaomi	100021	1001381	1	0
huawei	100010	-	37	0
vivo	100024	1001491	2	0
xiaomi	100024	1000387	1	0
oppo	100014	1000023	17	0
xiaomi	100012	1000196	3	0
apple	100031	-	6	0
nubia	100017	1000003	1	0
apple	100007	1001624	3	0
apple	100018	1000089	5	0
apple	100018	1000088	7	0
oppo	100021	1001382	1	0
oppo	100021	1001381	1	0
apple	100011	1000062	14	0
xiaomi	100017	1000249	3	0
samsung	100010	1000034	3	0
xiaomi	100019	1000022	13	0
samsung	100010	1000032	3	0
oppo	100025	1001441	1	0
apple	100014	1001635	6	0
apple	100031	1001571	1	0
others	100015	1000040	2	0
others	100015	1000043	3	0
huawei	100017	1001625	8	0
cmdc	100022	100022	2	0
gionee	100007	1001567	2	0
oppo	100021	1001411	1	0
coolpad	100016	1000181	1	0
vivo	100011	1001580	3	0
gionee	100007	1001624	1	0
huawei	100010	1000162	2	0
coolpad	1	-	1	0
lenovo	100010	1000034	1	0
lenovo	100023	1000206	1	0
gionee	100024	1000355	0	0
oppo	100015	1000073	9	0
vivo	100015	1000036	4	0
meizu	100024	1000332	2	0
huawei	100027	1000044	4	0
oppo	100015	1000043	20	0
oppo	100016	1000272	9	0
oppo	100015	1000040	11	0
vivo	100020	1000201	3	0
huawei	100018	1000199	1	0
huawei	100019	1000122	1	0
coolpad	100021	1000057	1	0
yulong	100017	1000095	1	0
apple	100030	1000377	3	0
huawei	100023	1000060	2	0
gionee	100024	-	3	0
xiaomi	100023	1000138	1	0
nubia	100019	1000030	1	0
oppo	100001	100001	11	0
letv	100031	-	1	0
nubia	100019	1000035	2	0
huawei	100016	-	53	0
huawei	100031	1000336	0	0
xiaomi	100005	1000192	4	0
apple	100004	1000027	13	0
apple	100010	1000039	1	0
xiaomi	100018	1000120	0	0
xiaomi	100017	1001625	5	0
oppo	100010	1000002	12	0
meizu	100017	1000289	1	1
huawei	100029	1001489	1	0
samsung	100017	1001625	2	0
vivo	100018	1000199	2	0
vivo	100003	1000083	16	0
vivo	100027	1000301	3	0
oppo	100019	1000152	17	0
gionee	100015	1000040	3	0
apple	100010	1000031	20	0
letv	100008	1000014	1	0
smartisan	100016	1000219	0	0
xiaomi	100016	1000219	13	0
oppo	100027	1000357	7	0
apple	100017	1001625	19	0
apple	100020	1001631	2	0
apple	100019	1000172	3	0
tcl	100019	1000134	0	0
meizu	100006	1000004	4	0
huawei	100003	1000216	3	0
apple	100016	1000243	5	0
xiaomi	100014	1001635	3	0
huawei	100008	1000385	0	0
huawei	100008	1000384	1	0
oppo	497	-	1	0
others	100014	1000250	2	0
huawei	100018	1000222	3	0
alps	100004	1000142	1	0
meizu	100013	1000147	1	0
apple	100011	-	63	0
gionee	100031	1001604	1	0
xiaomi	100006	1000064	1	0
vivo	100013	1000012	20	0
nubia	100025	-	1	0
vivo	100013	1000011	6	0
vivo	100020	1000069	2	0
xiaomi	100031	-	5	0
meizu	100027	-	3	0
huawei	100015	1000194	5	0
others	100013	1000136	1	0
yulong	100012	1000020	1	0
oppo	100023	1000159	4	0
hisense	100004	1000027	1	0
vivo	100031	1001537	1	0
meizu	100015	1000079	3	0
oppo	100019	1001693	5	0
samsung	100023	1000132	1	0
meizu	100012	1000020	3	0
lenovo	100012	1000020	1	0
oppo	100018	-	35	0
oppo	100017	1001625	12	0
samsung	100012	1000137	1	0
