samsung	100016	1001651	2	0
samsung	100017	1000371	2	0
huawei	100021	1001368	1	0
meizu	100017	1000264	2	0
xiaomi	100010	1000032	4	0
meizu	100016	1000327	1	0
huawei	100007	1000015	3	0
samsung	100031	-	2	0
vivo	100020	1001631	1	0
huawei	100004	-	7	0
xiaomi	100007	-	0	0
apple	100006	1000004	20	0
apple	100006	1000005	8	0
huawei	100017	1000183	12	0
xiaomi	100013	1000167	3	0
xiaomi	100015	1000043	12	0
xiaomi	100015	1000040	4	0
lenovo	100016	1000219	1	0
apple	100017	1000372	2	0
apple	100017	1000371	1	0
zte	100025	1000148	1	0
huawei	100024	1000332	2	0
meizu	100019	1000153	3	0
vivo	100012	1000218	4	0
huawei	100017	1000212	3	0
xiaomi	100015	-	12	0
xiaomi	100021	1000050	1	1
huawei	100013	1000173	3	0
apple	100029	-	2	0
others	100018	-	1	0
huawei	100015	1000043	3	0
huawei	100015	1000040	5	0
xiaomi	100001	100001	10	0
others	100020	1000288	0	0
huawei	100020	1000288	1	0
hisense	100003	-	1	0
oppo	100018	1000222	3	0
huawei	100025	-	19	0
yulong	100012	1000155	1	0
apple	100005	1000045	9	0
meizu	100005	1000127	2	0
meizu	100005	1000125	1	0
meizu	100005	-	2	0
gionee	100011	1000006	1	0
gionee	100011	1000007	5	0
gionee	100008	1000054	1	0
yulong	100019	1000022	1	0
samsung	100007	1001624	1	0
oppo	100017	1000289	19	0
samsung	100024	1000185	1	0
oppo	100025	1000273	3	0
vivo	100006	1000208	2	0
vivo	100021	1001381	1	0
huawei	100023	1001536	4	0
apple	100023	1000010	50	0
apple	100015	1000073	2	0
apple	100015	1000079	4	0
samsung	100024	-	4	0
cmdc	100015	1000108	1	0
apple	100012	1000270	2	0
huawei	33	-	1	0
koobee	1	-	1	0
huawei	100023	1000111	2	0
oppo	100019	1000093	7	0
oppo	100019	1000094	11	0
vivo	100012	1000071	7	0
apple	100012	1000224	2	0
letv	100007	1000015	0	0
others	100008	1000014	1	0
huawei	100006	1000208	3	0
oppo	100024	1000024	19	0
apple	100017	1000154	6	0
others	100017	-	13	0
xiaomi	100029	1000052	0	0
apple	100003	1000106	7	0
oppo	100012	1001579	10	0
samsung	100012	-	2	0
vivo	100027	1000044	7	0
apple	100008	-	16	0
huawei	100004	1000123	5	0
vivo	100007	1001597	1	0
xiaomi	100017	1000274	4	0
vivo	100016	1000243	18	0
lenovo	100015	-	1	0
vivo	100016	1000247	10	0
vivo	100004	1001601	5	0
others	100018	1000222	2	0
others	100017	1000249	1	0
others	100024	-	3	0
apple	100012	1000165	1	0
lenovo	100015	1000009	2	0
konka	100024	1000024	1	0
apple	100025	1000019	17	0
oppo	100021	-	7	0
xiaomi	100003	-	6	0
gionee	100027	1000074	1	0
huawei	100010	1000117	4	0
meizu	100027	1000001	6	0
nubia	100004	-	1	0
xiaomi	100027	1001621	6	0
oppo	100015	1000121	21	0
vivo	100010	1000162	8	0
vivo	100016	1000113	15	0
vivo	100020	1000322	0	0
samsung	100008	1000233	2	0
xiaomi	100015	1000029	2	0
xiaomi	100011	1000086	4	0
samsung	100018	1000097	1	0
vivo	100010	1000017	17	0
vivo	100016	1000021	55	0
vivo	100010	1000018	18	0
doov	100016	1000227	2	0
xiaomi	100012	1001564	3	0
apple	100003	1000216	2	0
xiaomi	100006	1000004	4	0
eton	100015	1000121	1	0
meizu	100027	1000178	1	0
meizu	100011	1000006	1	0
meizu	100011	1000007	2	0
meizu	100012	-	12	0
xiaomi	100018	1000088	3	0
others	100016	1000243	3	0
huawei	100019	1000139	2	0
huawei	100028	1001570	1	0
vivo	100020	1000214	2	0
vivo	100011	1000062	19	0
huawei	100019	1000134	2	0
others	100019	1001701	2	0
samsung	100006	1000004	5	0
oppo	100004	1000123	32	0
xiaomi	100017	1000183	9	0
samsung	100029	-	1	0
huawei	100016	1000190	13	0
oppo	100017	1000154	3	0
lenovo	100027	1000357	1	0
samsung	100020	1001631	1	0
gionee	100015	-	2	0
zte	100015	-	1	0
gionee	100003	1000200	1	0
others	100006	1000182	1	0
oppo	100007	-	8	0
oppo	100004	1000306	9	0
xiaomi	100018	1000156	1	0
apple	100024	1000355	5	0
htc	100006	-	1	0
samsung	100003	1000026	6	0
yulong	100019	1001644	1	0
others	100005	-	1	0
others	1	-	1	0
huawei	100011	1000062	1	0
apple	100028	1000382	1	0
xiaomi	100019	1000308	2	0
gionee	100024	1000387	2	0
oppo	100011	1001580	5	0
oppo	100016	1000113	15	0
letv	100008	-	1	0
others	100011	1000062	1	0
apple	100016	1000078	10	0
apple	100016	1000075	9	0
meizu	100030	-	0	0
letv	100003	1000066	1	0
meizu	100017	1000183	7	0
xiaomi	100015	1000108	4	0
gionee	100004	1000123	3	0
gionee	100005	1000192	1	0
xiaomi	100020	-	5	0
huawei	100017	1000371	3	0
koobee	100019	1000047	1	0
xiaomi	100014	1000023	9	0
xiaomi	100010	1000162	3	0
meizu	100016	1000049	3	0
samsung	100019	1000172	2	0
gionee	100031	1001610	2	0
vivo	100011	1000087	9	0
vivo	100011	1000086	10	0
apple	100024	1000185	7	0
gionee	100005	1000045	2	0
lg	100010	1000017	2	0
apple	100005	1000340	2	0
apple	100008	1000054	1	0
apple	100016	1000219	18	0
apple	100002	100002	56	0
xiaomi	100016	1000177	3	0
apple	100025	1000378	1	0
vivo	100011	-	60	0
meizu	100005	1000045	2	0
meizu	100015	1000043	5	0
meizu	100015	1000040	2	0
oppo	100024	1001543	5	0
others	100025	1000019	1	0
vivo	100023	1000159	6	0
huawei	100003	1000083	12	0
gionee	100004	1000238	1	0
samsung	100007	1000015	0	0
meizu	100016	1000227	5	0
meizu	100016	1000229	6	0
meizu	100016	1000228	3	0
meizu	100013	1000048	3	0
vivo	100023	-	98	0
meizu	100017	1000274	4	0
gionee	100017	-	5	0
yulong	100025	1000330	1	0
apple	100016	1000181	12	0
meizu	100008	1001574	2	0
oppo	100005	1000269	1	0
vivo	100028	1001554	4	0
oppo	100030	1001589	2	0
apple	100016	1000327	5	0
letv	100015	1000174	2	0
oppo	100005	-	7	0
others	100019	1000153	3	0
huawei	100013	1000082	5	0
xiaomi	100013	1000173	1	0
meizu	100016	1000021	10	0
lenovo	327	-	0	0
oppo	100024	-	25	0
xiaomi	100015	1000073	1	0
xiaomi	100020	1001595	0	0
samsung	100015	1000079	2	0
xiaomi	100015	1000079	2	0
huawei	100015	1000073	1	0
others	100031	1001614	1	0
huawei	100015	1000079	3	0
meizu	100015	1000194	12	0
oppo	100030	1000360	2	0
apple	100023	1000311	1	0
xiaomi	100028	1000344	1	0
meizu	100023	1000010	7	0
samsung	100017	-	14	0
apple	100023	1000314	6	0
vivo	100015	1000194	17	0
apple	100020	1000288	0	0
letv	100013	1000173	2	0
oppo	100005	1000365	1	0
apple	100025	-	37	0
oppo	100011	1000062	14	0
changhong	100014	1000068	1	0
meizu	100017	-	21	0
apple	100018	1000097	6	0
oppo	100006	1000286	7	0
apple	100015	1000194	8	0
oppo	100023	1000184	7	0
vivo	100017	1000352	4	0
huawei	100029	-	1	0
apple	100019	1000236	3	0
apple	100019	1000231	14	0
xiaomi	100012	1000218	0	0
apple	100020	1000041	2	0
lenovo	100011	1000086	1	0
oppo	100024	1000387	11	0
apple	100015	1000043	16	0
apple	100015	1000040	10	0
samsung	100015	-	4	0
apple	100003	1000072	18	0
gionee	100008	1000309	1	0
vivo	100025	1000198	0	0
samsung	100019	1000047	3	0
meitu	100019	1000231	2	0
vivo	100025	1000193	2	0
huawei	100023	1000213	4	0
motorola	100023	-	1	0
yulong	100027	-	1	0
vivo	100013	1000167	2	0
gionee	100011	1000109	1	0
vivo	100031	1001571	1	0
others	100023	1000138	2	0
xiaomi	100005	1000320	4	0
others	100023	1000132	1	0
lovme	100011	1000109	2	0
oppo	100012	1001564	4	0
oppo	100019	1000134	5	0
apple	100012	1000071	8	0
oppo	100019	1000139	3	0
alps	100003	1000072	1	0
huawei	100027	1000202	5	0
others	100018	1000120	1	0
vivo	100027	1000074	6	0
oppo	100011	1000087	14	0
oppo	100011	1000086	9	0
others	100003	1000067	2	0
others	100003	1000066	2	0
others	100003	1000065	1	0
samsung	100016	1000113	1	0
lenovo	100015	1000079	1	0
oppo	100027	1000001	37	0
others	100025	-	9	0
huawei	100017	1001647	9	0
gionee	100012	-	3	0
others	100003	1000083	3	0
meizu	100015	-	4	0
oppo	100020	1000041	2	0
meizu	100029	1000052	1	0
xiaomi	100019	1000172	1	0
cmdc	100005	1000197	1	0
meizu	100028	1000358	1	0
yulong	100003	1000072	1	0
samsung	100011	1000028	3	0
samsung	100008	1000054	1	0
meizu	100005	1000192	1	0
vivo	100025	1000330	5	0
vivo	100010	1000002	5	0
samsung	100018	1000088	2	0
lenovo	100027	1000044	1	0
apple	100025	1000148	6	0
gionee	100018	1000263	1	0
vivo	100004	1000096	3	0
oppo	100029	1000052	8	1
xiaomi	100012	1001579	2	0
huawei	100010	1000037	2	0
huawei	100010	1000034	8	0
huawei	100010	1000032	4	0
huawei	100010	1000033	3	0
huawei	100010	1000031	6	0
apple	100007	1001567	1	0
others	100020	1000025	3	0
huawei	100010	1000039	2	0
huawei	100028	1001565	3	0
vivo	100011	1000076	0	0
lenovo	100008	1000054	2	0
meizu	100018	1000089	1	0
meizu	100018	1000088	1	0
huawei	100012	1000270	4	0
gionee	100026	1000124	0	0
huawei	100016	1000181	8	0
vivo	100024	1000185	10	0
huawei	100014	1000250	3	0
huawei	100019	1000030	1	0
asus	100014	1000295	1	0
huawei	100019	1000035	27	0
oppo	100004	1000158	0	0
apple	100033	-	1	0
apple	100027	1000044	11	0
others	100016	1000247	1	0
huawei	100005	1000320	1	0
others	100016	1000078	5	0
changhong	100016	1000021	2	0
boway	100014	1001635	1	0
oppo	100024	1000277	3	0
xiaomi	100023	1000191	3	0
others	100016	1000075	7	0
samsung	100003	1000058	1	0
sony	100018	1000013	1	0
xiaomi	100011	1001580	2	0
gionee	327	-	0	0
oppo	100008	1000126	1	0
huawei	100018	1000089	3	0
huawei	100018	1000088	12	0
others	100014	1001635	3	0
others	100006	1000208	1	0
vivo	100019	1001693	6	0
others	100012	1000059	2	0
huawei	100012	1000071	5	0
nubia	100022	100022	2	0
letv	100019	1000308	1	0
samsung	100025	-	6	0
zte	100019	1000022	1	0
gionee	100014	-	3	0
oppo	100010	1000117	9	0
apple	10	-	1	0
huawei	100012	1000099	1	0
oppo	100008	1000016	7	0
oppo	100028	1000382	7	0
apple	100013	1000173	4	0
huawei	100014	-	24	0
alps	100001	100001	1	0
konka	100027	1000001	0	0
xiaomi	100023	-	31	0
meizu	100012	1000224	1	0
apple	100019	1000139	5	0
vivo	100020	-	8	0
others	100008	-	0	0
others	100004	1000237	1	0
samsung	100005	1000038	1	0
apple	100010	-	54	1
samsung	100014	1000023	2	0
oppo	100006	-	6	0
samsung	100023	1000159	1	0
gionee	100022	100022	7	0
lenovo	100019	1000035	1	0
others	100019	1000094	2	0
lg	100019	-	1	0
oppo	100017	1001647	20	0
xiaomi	100023	1000170	3	0
vivo	100012	-	47	0
lenovo	100012	1000133	1	0
yulong	100006	-	1	0
huawei	100004	1001601	1	0
apple	100019	1000134	1	0
vivo	100028	1001526	1	0
vivo	100020	1001617	2	0
apple	100016	1000190	12	0
oppo	100030	1001575	2	0
apple	100031	1000336	1	0
huawei	100003	1000143	6	0
meizu	100003	1000026	4	0
meizu	100014	1000070	3	0
samsung	100021	1000057	1	0
vivo	100017	1000183	6	0
samsung	100021	1000050	2	0
vivo	100024	-	27	0
meizu	100019	1000172	1	0
samsung	100015	1000043	3	0
zte	100016	1000227	2	0
gionee	100028	1000051	1	0
vivo	100021	1001479	1	0
samsung	100004	1000027	0	0
vivo	100019	1000094	6	0
oppo	100018	1000156	8	0
oppo	100030	1000377	1	0
xiaomi	100002	100002	23	0
xiaomi	100028	1000354	1	0
oppo	100012	1000196	9	0
koobee	100016	-	1	0
oppo	100011	1000076	1	0
letv	100004	1000238	1	0
oppo	100019	1000308	3	0
apple	100011	1001580	2	0
vivo	100030	1001589	1	0
samsung	100029	1000052	3	0
lenovo	100017	1000003	1	0
gionee	100027	1000044	2	0
oppo	100018	1000379	8	0
vivo	100012	1000270	2	0
xiaomi	100018	-	6	0
oppo	100023	1000191	2	0
tcl	100003	1000066	1	0
vivo	100023	1000184	2	0
yulong	100020	-	1	0
xiaomi	100021	1001400	1	0
samsung	100015	1000194	5	0
nubia	100016	1000021	1	0
apple	100003	1000065	5	0
apple	100003	1000067	6	0
oppo	100014	1000070	18	0
xiaomi	100004	1001601	0	0
xiaomi	100013	-	16	0
oppo	100019	1000231	11	0
huawei	100023	1000170	3	0
vivo	100012	1000099	3	0
yulong	100015	1000174	1	0
oppo	100006	1000294	5	0
huawei	100019	1001693	7	0
letv	100016	1000219	1	0
meizu	100014	1000250	1	0
apple	100006	1000208	2	0
oppo	100003	1000072	17	0
oppo	100019	1000122	9	0
vivo	100018	1000222	6	1
coolpad	100015	1000081	1	0
vivo	100014	1000070	14	0
gionee	100019	1000047	1	0
htc	327	-	1	0
doov	100013	1000012	1	0
vivo	100016	1000228	17	0
vivo	100016	1000229	15	0
smartisan	100010	1000162	1	0
xiaomi	100028	1001554	1	0
others	100023	1000010	6	0
huawei	100011	1000086	2	0
kopo	100003	1000200	2	0
vivo	100008	1000385	1	0
huawei	100004	1000096	5	0
others	100024	1000332	1	0
hisense	100012	1000155	1	0
meitu	100012	1000020	1	0
coolpad	100012	1000137	1	0
xiaomi	1	-	8	0
vivo	100015	1000179	5	0
xiaomi	100006	1001608	0	0
others	100017	1000289	3	0
oppo	100015	1000108	7	0
vivo	100016	1000177	6	0
sony	100011	-	1	0
oppo	100015	1000103	4	0
vivo	100014	1000295	6	0
vivo	100015	1000174	24	0
xiaomi	100017	1000212	3	0
huawei	100028	1000354	1	0
others	100018	1000110	2	0
others	100011	-	3	0
others	100009	100009	5	0
xiaomi	100012	1000099	1	0
xiaomi	100005	1000127	1	0
xiaomi	100005	1000125	2	0
xiaomi	100011	1000046	3	0
huawei	100010	1000002	7	0
others	100024	1000024	5	0
xiaomi	100011	-	14	0
xiaomi	100003	1000200	7	0
huawei	100027	1000074	1	0
doov	100019	1000047	1	0
gionee	100001	100001	1	0
vivo	100015	1000081	10	0
vivo	100015	1000080	4	0
huawei	100028	1001553	1	0
oppo	100016	1000243	12	0
oppo	100016	1000247	12	0
alps	100016	1000177	1	0
oppo	100015	1000079	14	0
gionee	100012	1000133	4	0
oppo	100004	1000142	26	0
huawei	100016	1000177	3	0
huawei	100014	1000068	3	0
huawei	100019	1000022	14	0
xiaomi	100019	1000093	13	0
xiaomi	100019	1000094	16	0
xiaomi	100019	1000323	4	0
meizu	100010	1000017	3	0
meizu	100010	1000018	4	0
xiaomi	100023	1000184	4	0
huawei	100024	1000277	1	0
others	100006	1000235	1	0
oppo	100016	1000021	52	0
smartisan	100004	-	1	0
vivo	100006	1001611	1	0
huawei	100018	1000097	2	0
others	100016	1000049	4	0
huawei	100016	1000319	1	0
yulong	100010	-	1	0
apple	100014	1000321	1	0
vivo	100005	1000186	1	0
others	100012	1000020	6	0
gionee	100025	-	9	0
others	100027	1000298	1	0
coolpad	100014	1000023	1	0
huawei	100004	1000102	8	0
vivo	100013	1000048	23	0
apple	100013	1000167	5	0
apple	100013	-	34	0
samsung	100025	1000019	1	0
vivo	100007	1001624	3	0
huawei	100016	1000227	11	0
others	100013	-	1	0
apple	100024	1001543	9	0
meizu	100016	1000247	3	0
xiaomi	100008	1000014	5	0
huawei	100016	1000229	8	0
huawei	100016	1000228	4	0
samsung	100012	1000099	2	0
meizu	100013	1000114	1	0
huawei	100019	1001644	8	0
apple	100021	1001378	1	0
meizu	100017	1000095	2	0
meizu	100020	1000025	5	0
oppo	100031	1000349	6	0
oppo	100024	1001491	8	0
vivo	100005	1000320	6	0
samsung	100024	1000024	7	0
vivo	100008	-	9	0
vivo	100017	1001354	2	0
apple	100010	1000017	14	0
apple	100010	1000018	49	0
zte	100017	1000289	1	0
oppo	100018	1000013	29	0
xiaomi	100030	-	2	0
gionee	100016	1000219	1	0
huawei	100019	-	37	0
meizu	100014	1000068	1	0
vivo	100030	1000115	10	0
vivo	100003	-	12	0
xiaomi	100025	1000019	9	0
oppo	100014	1000295	8	0
huawei	100030	-	3	0
others	100011	1000007	3	0
lenovo	100019	1000153	1	0
vivo	100019	1000139	2	0
oppo	100018	1000097	3	0
vivo	100006	1000055	2	0
samsung	100018	1000379	1	0
oppo	100019	-	51	0
gionee	100014	1000150	1	0
vivo	100008	1000386	1	0
xiaomi	100004	1000096	7	0
oppo	100018	1000166	13	0
apple	100016	1000177	8	0
xiaomi	100016	1000021	19	0
oppo	100028	1000358	4	0
xiaomi	100027	1000044	5	0
hisense	100004	1000237	1	0
oppo	100025	1000198	3	0
bird	100017	1000289	1	0
oppo	100012	1000165	11	0
oppo	100025	1000193	5	0
oppo	100007	1001597	2	0
xiaomi	100014	-	13	0
vivo	100017	1000249	9	0
apple	100028	-	3	0
huawei	100020	1001617	3	0
oppo	100023	1000206	3	0
meizu	100008	-	1	0
meizu	100015	1000081	5	0
huawei	100015	1000121	15	0
xiaomi	100015	1000103	3	0
apple	100023	1000060	10	0
koobee	100011	1000006	1	0
oppo	100018	1000346	2	0
others	100029	1001547	1	0
vivo	100023	1000191	2	0
apple	100020	1000025	4	0
huawei	100023	1000206	2	0
oppo	100014	1000068	7	0
gionee	100011	1000129	1	0
oppo	100025	1000330	7	0
oppo	100007	1001624	4	0
apple	100015	1000080	2	0
apple	100015	1000081	8	0
apple	100014	1000215	2	0
vivo	100014	1000250	3	0
oppo	100015	1000029	8	0
huawei	100013	1000048	12	0
oppo	100003	1000083	22	0
apple	100023	1000111	14	0
apple	100007	1001597	6	0
oppo	100020	1000240	0	0
huawei	100014	1001635	7	0
gionee	100004	-	1	0
oppo	100003	1000065	6	0
oppo	100003	1000066	26	0
oppo	100003	1000067	19	0
alps	100023	1000132	1	0
xiaomi	100012	1000155	3	0
huawei	100027	1001621	2	0
apple	100027	1000202	2	0
smartisan	100023	-	1	0
huawei	100023	1000010	16	0
letv	100028	1000051	1	0
vivo	100014	1000068	8	0
apple	100012	1000059	4	0
vivo	100016	1000219	45	0
xiaomi	100003	1000143	4	0
xiaomi	100008	1000285	1	0
lenovo	100005	-	1	0
gionee	100025	1000019	1	0
gionee	100020	1000025	0	0
oppo	100031	1001571	1	0
others	100016	-	10	0
huawei	100024	1001491	1	0
others	100015	1000008	4	0
others	100015	1000009	1	0
apple	100023	-	13	0
meizu	100019	1000231	2	0
gionee	100018	1000088	0	0
xiaomi	100006	1000235	1	0
vivo	100007	1001567	2	0
samsung	100010	1000039	1	0
xiaomi	100012	-	17	0
samsung	100011	1000006	1	0
xiaomi	100019	1000153	3	0
oppo	100024	1000355	5	0
nubia	327	-	1	0
others	100015	1000179	1	0
xiaomi	100031	1000349	1	0
htc	100011	-	1	0
apple	100027	1001621	3	0
vivo	100025	1000315	3	0
apple	100025	1001462	2	0
gionee	100003	1000083	2	0
meitu	1	-	1	0
letv	100004	1000142	1	0
gionee	100014	1000176	1	0
oppo	100010	-	57	0
xiaomi	100003	1000216	3	0
letv	100014	1000250	1	0
huawei	100010	1000018	20	0
huawei	100028	1000382	1	0
huawei	100027	1000001	23	0
huawei	100010	1000017	2	0
xiaomi	100006	1000055	2	0
others	100016	1000272	2	0
gionee	100016	1000177	1	0
vivo	100020	1000240	3	0
oppo	100015	1000009	18	0
oppo	100015	1000008	20	0
huawei	100006	1000055	1	0
xiaomi	100006	1001611	1	0
huawei	100014	1000070	12	0
oppo	100027	1000202	2	0
samsung	100003	1000106	1	0
lenovo	100002	100002	1	0
samsung	100018	1000199	1	0
samsung	100010	1000098	1	0
others	100016	1000319	1	0
samsung	100010	1000090	2	0
meizu	100010	1000002	1	0
xiaomi	100017	1000154	3	0
xiaomi	100018	1000166	1	0
lenovo	100023	-	6	0
meizu	100018	1000199	1	0
vivo	100030	-	7	0
zte	100015	1000194	1	0
samsung	100028	-	1	0
kopo	100016	1000227	1	0
gionee	100018	-	2	0
apple	100021	-	3	0
others	100010	-	6	0
huawei	100018	1000263	3	0
vivo	100018	1000156	3	0
vivo	100020	1000025	7	0
samsung	100023	-	6	0
apple	100007	1000328	5	0
xiaomi	100010	-	17	0
oppo	100007	1000261	0	0
apple	100007	1000325	1	0
oppo	100022	100022	86	0
nubia	100027	-	3	0
others	100013	1000167	2	0
others	100024	1001543	3	0
xiaomi	100033	-	0	0
meizu	100025	-	2	0
samsung	100016	1000181	3	0
apple	100016	1000049	33	0
huawei	100019	1000308	2	0
oppo	100029	1001547	2	0
meizu	100011	1001580	1	0
lenovo	100008	1000384	1	0
others	100004	1000123	6	0
gionee	100015	1000179	3	0
apple	100013	1000082	2	0
gionee	100004	1000027	1	0
meizu	100012	1000155	1	0
vivo	100031	1001615	3	0
vivo	100031	1001614	2	0
gionee	100015	1000174	1	0
vivo	100031	1001610	1	0
samsung	100012	1001564	1	0
vivo	100028	1000051	25	0
apple	100005	1000269	1	0
xiaomi	100008	-	9	0
xiaomi	100023	1000060	2	0
apple	100016	1000227	11	0
apple	100016	1000229	5	0
apple	100016	1000228	6	0
vivo	100019	1000236	8	0
vivo	100019	1000231	2	0
samsung	100016	1000219	4	0
samsung	100016	1000243	2	0
oppo	100031	1000336	2	0
xiaomi	100023	1000159	0	0
apple	100010	1000002	16	0
gionee	100016	1000227	2	0
others	100027	1000001	5	1
gionee	100016	1000229	1	0
oppo	100020	1001631	2	0
xiaomi	100028	1000376	1	0
vivo	100017	1000212	8	0
samsung	100008	-	2	0
huawei	100021	-	3	0
vivo	100003	1000072	15	0
vivo	100019	1000122	1	0
meizu	327	-	2	0
vivo	100005	1000045	7	0
vivo	100014	-	20	0
vivo	100031	1000053	7	0
xiaomi	100015	1000080	3	0
xiaomi	100015	1000081	6	0
huawei	100015	1000008	12	0
huawei	100015	1000009	15	0
yulong	100019	-	1	0
samsung	100028	1000051	3	0
huawei	100005	1000038	13	0
gionee	100016	-	5	0
lenovo	100010	-	2	0
oppo	100028	1000344	3	0
vivo	100005	1000197	2	0
meizu	100005	1000365	1	0
xiaomi	100024	1000024	7	0
samsung	100017	1000264	2	0
oppo	100004	-	21	0
yulong	100016	1000219	1	0
apple	100017	1000289	9	0
vivo	100029	-	3	0
samsung	100021	-	1	0
meizu	100025	1000019	7	0
oppo	100017	1000003	50	0
others	100011	1000109	1	0
htc	100022	100022	1	0
oppo	100013	1000048	42	0
gionee	100028	1000354	1	0
changhong	100008	-	1	0
tcl	100016	1001651	1	0
vivo	100031	1001591	2	0
xiaomi	100019	1001693	4	0
xiaomi	100030	1000115	1	0
apple	100014	1000023	10	1
huawei	100001	100001	11	0
meizu	100023	1000111	1	0
apple	100024	-	18	0
gionee	100017	1000183	2	0
apple	100003	1000083	14	0
apple	100005	1000197	1	0
meizu	100020	1000214	1	0
kopo	100024	1000024	1	0
apple	100005	1000192	4	0
apple	100014	1000204	2	0
koobee	100027	-	0	0
oppo	100019	1000323	2	0
coolpad	100016	-	2	0
samsung	100027	1001621	1	0
huawei	100005	1000340	1	0
apple	100023	1001536	3	0
gionee	100008	1000014	5	0
gionee	100008	1000016	1	0
samsung	100015	1000080	1	0
samsung	100015	1000081	1	0
vivo	100024	1000356	3	0
others	100008	1000054	1	0
letv	100027	-	1	0
lenovo	100015	1000043	0	0
oppo	100003	1000058	8	0
vivo	100016	-	89	1
gionee	100019	1000152	2	0
yulong	100006	1000004	1	0
apple	100017	1000264	15	0
tcl	100017	1000289	1	0
oppo	100009	100009	9	0
vivo	100025	1000148	11	0
gionee	100031	1000053	1	0
gionee	100010	1000098	1	0
meizu	100023	1001536	1	0
huawei	100023	1000159	1	0
others	100027	1000301	1	0
huawei	100004	1000306	2	0
others	100021	1001378	1	0
apple	100004	1000238	3	0
apple	100031	1000053	10	0
yulong	100023	1000111	1	0
letv	100027	1000001	0	0
apple	100027	1000301	0	0
apple	100012	1000133	11	0
others	100029	-	1	0
xiaomi	100017	1000307	1	0
oppo	100023	-	101	0
apple	100031	1001610	5	0
apple	100031	1001615	2	0
meizu	100014	1000321	1	0
huawei	100004	1000163	4	0
samsung	100010	-	6	0
xiaomi	100028	-	1	0
vivo	100018	1000379	1	0
others	100017	1000371	2	0
gionee	100023	1000060	1	0
apple	100028	1000051	8	0
apple	100013	1000147	1	0
doov	100006	1000286	1	0
vivo	100018	1000013	35	0
gionee	100024	1000277	2	0
xiaomi	100011	1000062	2	0
oppo	100016	1000227	27	0
asus	100016	1000227	1	0
vivo	100004	1000027	12	0
oppo	100016	1000228	21	0
meizu	100010	-	7	0
xiaomi	100027	1000298	2	0
meizu	100019	1000236	4	0
apple	100018	1000013	18	0
oppo	100004	1000163	8	0
huawei	100019	1000042	8	0
zte	100017	1000003	1	0
huawei	100019	1000047	14	0
others	100012	1000133	4	0
huawei	100031	1000053	6	0
oppo	100010	1000017	14	0
meizu	100010	1000039	0	0
meizu	100010	1000034	2	0
yulong	100007	1000261	1	0
meizu	100010	1000032	3	0
xiaomi	100018	1000199	1	0
samsung	100020	1000322	0	0
huawei	100012	1000133	9	0
others	100016	1000190	1	0
apple	100018	1000120	6	0
huawei	100012	1000224	3	0
xiaomi	100007	1001567	1	0
apple	100027	-	13	0
vivo	1	-	8	0
vivo	100027	1000357	4	0
meizu	100028	1000383	2	0
xiaomi	100020	1000288	1	0
oppo	100004	1000238	5	0
alps	100016	1000229	1	0
others	100022	100022	14	0
huawei	100017	1000154	4	0
bird	100024	-	1	0
oppo	100016	1000177	8	0
oppo	100004	1000237	3	0
apple	100024	1000387	4	0
meizu	100003	1000106	2	0
samsung	100016	1000190	1	0
zte	100019	1000094	1	0
yulong	100015	1000040	1	0
xiaomi	100014	1000068	4	0
samsung	100003	1000067	2	0
samsung	100003	1000066	5	0
samsung	100003	1000065	2	0
gionee	100010	1000117	1	0
gionee	100016	1000181	0	0
vivo	100031	1001606	3	0
apple	100004	1000163	3	0
xiaomi	100020	1000041	3	0
meizu	100009	100009	2	0
apple	100003	-	15	0
apple	100019	1000093	14	0
apple	100019	1000094	25	0
letv	100015	1000009	1	0
gionee	100019	-	5	0
vivo	100029	1001424	1	0
samsung	100014	1000070	3	0
xiaomi	100019	1000152	4	0
meizu	100032	-	1	0
xiaomi	100010	1000098	2	0
xiaomi	100018	1000013	10	0
gionee	100017	1001647	1	0
samsung	100031	1000336	1	0
apple	100004	1000096	6	0
apple	100012	1001579	6	0
huawei	100020	-	10	0
apple	100019	1001701	39	0
apple	100010	1000037	9	0
apple	100010	1000034	10	0
apple	100010	1000032	21	0
apple	100010	1000033	11	0
oppo	100013	1000082	11	0
letv	100019	1001644	1	0
xiaomi	100016	1000049	20	0
huawei	100017	1000249	9	0
meizu	100003	1000072	4	0
vivo	100003	1000065	15	0
vivo	100003	1000066	23	0
vivo	100003	1000067	12	0
huawei	1	-	4	0
coolpad	100016	1000177	1	0
oppo	100019	1001644	7	0
vivo	100013	-	18	0
cmdc	100008	1000361	0	0
meizu	100012	1000059	2	0
oppo	100028	1000376	3	0
xiaomi	100004	-	4	0
samsung	100017	1000274	1	0
huawei	100003	1000026	11	0
oppo	100023	1000381	5	0
huawei	100020	1000214	2	0
others	100015	1000079	1	0
others	100020	1000214	0	0
gionee	100028	1001554	1	0
coolpad	100015	-	0	0
meizu	1	-	2	0
others	100020	1001617	1	0
oppo	100024	1000185	13	0
oppo	100005	1000320	2	0
others	100011	1000006	1	0
huawei	100015	1000103	1	0
xiaomi	100016	1000190	5	0
samsung	100017	1000183	1	0
huawei	100024	1000387	3	0
oppo	100017	1000128	4	0
huawei	100015	1000108	4	0
huawei	100024	1000185	4	1
huawei	100007	1000246	1	0
