中国	河南	666
中国	陕西	288
约旦	约旦	4
中国	上海	285
中国	台湾	57
中国	甘肃	238
柬埔寨	柬埔寨	14
白俄罗斯	白俄罗斯	1
缅甸	缅甸	8
中国	云南	306
中国	吉林	299
中国	宁夏	110
中国	浙江	615
中国	湖北	277
中国	天津	107
中国	江苏	906
韩国	韩国	62
美国	密歇根州	1
意大利	意大利	9
中国	山西	344
马来西亚	马来西亚	73
中国	新疆	125
中国	河北	590
中国	安徽	321
中国	贵州	216
中国	北京	319
巴基斯坦	巴基斯坦	4
加纳	加纳	3
匈牙利	匈牙利	15
中国	中国	231
中国	内蒙古	205
泰国	泰国	2
中国	福建	318
俄罗斯	俄罗斯	5
中国	重庆	218
中国	广西	355
中国	湖南	464
中国	青海	26
中国	江西	249
中国	广东	1432
中国	四川	679
中国	海南	69
中国	黑龙江	374
中国	辽宁	492
新加坡	新加坡	39
阿尔及利亚	阿尔及利亚	4
中国	香港	64
中国	山东	783
